Room Name,Room Code,Item Category,Item Type,Item Name,Barcode,Qty,Unit,Date Added,Barcode Status,Status,Prefix
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800230,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800231,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800232,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800233,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800234,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800235,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800236,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800237,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800238,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800239,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800240,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,Lemari,Filling Cabinet 4 Laci,SMDGLM1800019,1,unit,2019-06-19,Active,Baik,GLM
Classroom,Room 103,Asset / Capex,Lemari,Lemari Besi Informa,SMDGLM1800047,1,unit,2020-12-14,Active,Baik,GLM
Classroom,Room 103,Asset / Capex,Lemari,Lemari Besi Informa,SMDGLM1800048,1,unit,2020-12-14,Active,Baik,GLM
Classroom,Room 103,Asset / Capex,Lemari,Spencer Cabinet Informa,GLM21070002,3,unit,2021-05-28,Active,Baik,GLM
Classroom,Room 103,Asset / Capex,Loker,Loker Besi VIP,SMDGLK1800014,1,unit,2020-12-14,Active,Baik,GLK
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200129,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200130,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200131,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200132,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200133,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200134,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200135,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200136,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200138,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200139,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200141,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200142,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200143,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200144,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200145,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja,Meja Custom Segitiga Curve,SMDGMJ2200147,1,unit,2020-12-14,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja Guru,Meja Guru,SMDGMG1800008,1,unit,2020-12-14,Active,Baik,GMG
Classroom,Room 103,Asset / Capex,Meja office,Hatch Office Desk Informa,GMJ21060003,1,unit,2021-05-28,Active,Baik,GMJ
Classroom,Room 103,Asset / Capex,Meja Siswa,Meja Yaris 120x60,SMDGMS1800115,1,unit,2020-12-14,Active,Baik,GMS
Classroom,Room 103,Asset / Capex,Meja Siswa,Meja Yaris 60x60,SMDGMS1800125,1,unit,2020-12-14,Active,Baik,GMS
Classroom,Room 103,Asset / Capex,Mesin,Mesin binding,SMDGMN2200003,1,unit,2022-06-14,Active,Baik,GMN
Classroom,Room 103,Asset / Capex,PC,PC - Intel Core I3,SMDIPC2100007,1,Set,2018-07-10,Active,Baik,IPC
Classroom,Room 103,Asset / Capex,Printer,Printer Epson,SMDIPN2300001,1,unit,2018-07-10,Active,Baik,IPN
Classroom,Room 103,Asset / Capex,Projector Screen,Projector Screen,SMDIPS2000003,1,unit,2020-07-08,Active,Baik,IPS
Classroom,Room 103,Asset / Capex,Rak,Rak 9 Kolom,SMDGRK1800056,1,unit,2020-12-14,Active,Baik,GRK
Classroom,Room 103,Asset / Capex,Rak,Rak Buku 3 Kolom,SMDGRK1800065,1,unit,2020-12-14,Active,Baik,GRK
Classroom,Room 103,Asset / Capex,Rak,Rak Mainan 3 Kolom,SMDGRK1800080,1,unit,2020-12-14,Active,Baik,GRK
Classroom,Room 103,Asset / Capex,Rak,Rak Sepatu 3 Pintu,SMDGRK1900002,1,unit,2020-12-14,Active,Baik,GRK
Classroom,Room 103,Asset / Capex,SET TIANG BENDERA,TIANG BENDERA,SMDGTB2200001,1,unit,2022-06-14,Active,Baik,GTB
Classroom,Room 103,Asset / Capex,Smartboard Viewsonic,Smartboard Viewsonic,SMDIBS2400001,1,unit,2024-03-04,Active,Baik,IBS
Classroom,Room 103,Asset / Capex,Sofa,Sofa Mini Anak ,SMDGSF2400004,1,unit,2024-12-03,Active,Baik,GSF
Classroom,Room 103,Asset / Capex,Softboard,Soft Board 240x120,SMDGSB1800016,1,unit,2020-12-14,Active,Baik,GSB
Classroom,Room 103,Asset / Capex,Softboard,Soft Board 240x120,SMDGSB1800017,1,unit,2020-12-14,Active,Baik,GSB
Classroom,Room 103,Asset / Capex,Softboard,Soft Board 240x120,SMDGSB1800018,1,unit,2020-12-14,Active,Baik,GSB
Classroom,Room 103,Asset / Capex,UKS,Box P3k,SMDGUK1800004,1,unit,2020-12-14,Active,Baik,GUK
Classroom,Room 103,Asset / Capex,UKS,Timbangan Badan,SMDGUK1800010,1,unit,2020-12-14,Active,Baik,GUK
Classroom,Room 103,Asset / Capex,WASTAFEL,Wastafel Toto,SMDGWP1800003,1,unit,2020-12-14,Active,Baik,GWP
Classroom,Room 108,Asset / Capex,--Set Meja + Kursi,Set Meja + Kursi Siswa (Poly),SMDGAI2100038,1,unit,2019-06-19,Active,Baik,GAI
Classroom,Room 108,Asset / Capex,AC,AC Daikin,SMDGAC1900013,1,unit,2020-12-14,Active,Baik,GAC
Classroom,Room 108,Asset / Capex,AC,AC Daikin,SMDGAC1900014,1,unit,2020-12-14,Active,Baik,GAC
Classroom,Room 108,Asset / Capex,Access Point,Access Point Unifi AP AC Pro,SMDIAP2100004,1,unit,2018-07-10,Active,Baik,IAP
Classroom,Room 108,Asset / Capex,Alat Musik,Speaker CST 838N + Mic,SMDGSS2000003,1,unit,2020-12-14,Active,Baik,GAM
